	sample_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodinium_seqs	post_taxa_id_unique_symbiodinium_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodinium_seqs	post_taxa_id_unique_non_symbiodinium_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	A1	A1g	A1l	A1ds	A1z	A1cr	A1o	A1dr	A1dp	A1p	A1dq	A1dm	A1dn	A1bh	70739_A	A1do	70740_A	70738_A	A1dl	A1du	A1dx	4527_A	10098_A	10096_A	8504_A	30814_A	9390_A	70742_A	70741_A	70736_A	10672_A	10539_A	54515_A	54877_A	54878_A	54511_A	7561_A	8177_A	60672_A	1090_A	54512_A	1438_A	1068_A	54897_A	54921_A	10929_A	C15h	C15ao	C15t	C15as	C15at	10939_C	D4	D1	D4c
45830	S7_P_LT_31A	2.1555122373835824	1.00985488412389	0.020251245397444228	1.00985488412389	0.020251245397444228	0.0	0.0	0.0	0.0	1.0	0.0007580680095299979	0.03465453757851419	0	0	0	0	0	0	0	0	0.8575915096382932	0	0	0	0.005847953216374269	0	0	0	0	0	0	0.10190599956681828	0	0	0	0	0	0	0	0	0	0	0	0	0.02046783625730994	0	0	0.008880225254494261	0	0	0	0	0	0	0	0	0	0	0	0.005306476066709985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45889	S3_E_ST_33B	2.0975712333088	1.0109347071811587	0.019556303227841448	1.010093575859531	0.019451161812637997	0.0008411313216275891	0.00010514141520344864	0.0	0.0	1.0	0.0007359899064241404	0.03133214173062769	0	0	0	0	0	0	0	0	0.8763536957207444	0	0	0	0.010619282935548313	0	0	0	0	0	0	0.08169487961307959	0	0	0	0	0	0	0	0	0	0.01850488907580696	0	0	0	0	0	0	0.007885606140258648	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004941646514562086	0	0	0	0	0	0	0	0	0	0	0	0
45890	S3_E_ST_36B	2.414060480744378	1.0074954768674076	0.02016024812613078	1.005944688550013	0.020031015766347894	0.0015507883173946756	0.00012923235978288964	0.0	0.0	1.0	0.0009046265184802275	0.03644352545877488	0	0	0	0	0	0	0	0	0.8714138020160248	0	0	0	0.008787800465236495	0	0	0	0	0	0	0.08335487205996381	0	0	0	0	0	0	0	0	0	0.020806409925045233	0	0	0	0	0	0	0.009821659343499612	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005815456190230033	0	0	0	0	0	0	0	0	0	0	0	0
45797	S4_E_LT_35A	1.649805591557119	1.0428809479725976	0.014034438067024625	1.0427698574338085	0.013997407887428254	0.0	0.0	0.00011109053878911313	3.703017959637104e-05	1.0	0.0003332716163673394	0.025032401407146826	0	0	0	0	0	0	0	0	0.809887057952231	0	0	0	0.04195519348268839	0	0	0	0	0.02869838918718756	0	0	0	0	0	0.03714127013516016	0	0	0.035400851694130715	0	0.021884836141455286	0	0	0	0	0.017293093871505277	0	0	0	0	0	0	0	0	0	0.007739307535641548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45896	S4_E_ST_36B	3.3143739778302743	1.0474286752680355	0.019443939669271305	1.0372524077775758	0.018444484826458295	0.0	0.0	0.010176267490459748	0.000999454842813011	1.0	0.0011811739051426494	0.03779756496456478	0	0	0	0	0	0	0	0	0.8048337270579684	0	0	0	0.041522805742322366	0	0	0	0	0.027621297474105033	0	0	0	0	0	0.03607123387243322	0	0	0.027166999818280937	0	0.024986371070325277	0	0	0	0	0.01126658186443758	0	0	0	0	0.006360167181537343	0	0.0059058695257132475	0	0.004724695620570598	0.004997274214065055	0	0.004542976558240959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45895	S4_E_ST_33B	2.4749979472863126	1.0353887839724116	0.019049183019952377	1.0353887839724116	0.019049183019952377	0.0	0.0	0.0	0.0	1.0	0.0009853025699975368	0.035717218162410705	0	0	0	0	0	0	0	0	0.7975203218655063	0	0	0	0.04327120453239182	0	0	0	0	0.033910830117415226	0	0	0	0	0	0.03522456687741194	0	0	0.028245340339929387	0	0.026110518104934723	0	0	0	0	0.013794235979965515	0	0	0	0	0.005419164134986452	0	0.006732900894983167	0	0.004187535922489531	0.005583381229986042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45796	S4_E_LT_33A	1.6074950690335306	1.0388267952370516	0.014829425085835343	1.0380597560084739	0.014756373730732705	0.0	0.0	0.0007670392285776902	7.305135510263716e-05	1.0	0.0005113594857184601	0.0481773686901892	0	0	0	0	0	0	0	0	0.7764628533859304	0	0	0	0.049127036306523486	0	0	0	0	0.02644459054715465	0	0	0	0	0	0.03849806413908978	0	0	0.030425889400248374	0	0.030864197530864196	0	0	0	0	0.015121630506245891	0	0	0	0	0.004748338081671415	0	0.005698005698005698	0.006793776024545255	0.005734531375557016	0.0056614800204543795	0	0.004419606983709547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45798	S4_E_ST_39B	1.7575533722390486	1.0397429267932334	0.019354362118637808	1.039521311959814	0.019280490507497968	0.0	0.0	0.00022161483341951688	7.387161113983896e-05	1.0	0.0011819457782374233	0.04062938612691143	0	0	0	0	0	0	0	0	0.7959666100317648	0.004801654724089532	0	0	0.03471965723572431	0.00642683016916599	0	0	0	0.03531063012484302	0	0	0	0	0	0.03183866440127059	0	0	0.027997340621998965	0	0.022309226564231364	0	0	0	0	0.008125877225382286	0	0	0	0	0.005983600502326956	0	0	0.007239417891704218	0.005318756002068405	0	0	0.004506168279530176	0	0	0.005097141168648889	0.004358425057250499	0	0	0	0	0	0	0	0	0	0	0	0	0
45894	S4_E_ST_30B	2.615588655376454	1.0244167856899953	0.017207372645038427	1.0193157858940352	0.016867305991974425	0.0	0.0	0.005100999795960008	0.00034006665306400053	1.0	0.0011562266204176018	0.04781337142079847	0	0	0	0	0	0	0	0	0.7873903285043868	0	0	0	0.03883561177990886	0	0	0	0	0.029517785485955246	0	0	0	0	0	0.03244235870230565	0	0	0.02965381214718085	0	0.028429572196150447	0	0	0	0	0.017003332653200028	0	0	0	0	0.004488879820444807	0	0.004284839828606407	0.004964973134734408	0.00625722641637761	0.006461266408216011	0	0	0	0	0.004352853159219207	0	0	0	0	0	0	0	0	0	0	0	0.002924573216350405	0.002516493232673604	0.00047609331428960077
45795	S4_E_LT_31A	1.6151735881184373	1.0344811276132817	0.01466275659824047	1.0343392299687826	0.014615457383407436	0.0	0.0	0.00014189764449910132	4.729921483303377e-05	1.0	0.0007094882224955066	0.06243496357960458	0	0	0	0	0	0	0	0	0.7645445085611579	0	0	0	0.04881278970769085	0	0	0	0	0.026913253239996215	0	0	0	0	0	0.03916374988175196	0	0	0.028048434395989027	0	0.03008230063380948	0	0	0	0	0.011115315485762936	0	0	0	0	0.00841926024028001	0	0.0064799924321256265	0.009317945322107652	0.007378677513953268	0	0	0.004966417557468546	0	0	0	0.008230063380947877	0	0.00652729164695866	0	0	0	0	0	0	0	0	0	0	0
45794	S4_E_field	1.7989244099193307	1.029817747236331	0.017089931281744845	1.029817747236331	0.017089931281744845	0.0	0.0	0.0	0.0	1.0	0.0010158350761876307	0.067463400059755	0	0	0	0	0	0	0	0	0.7516582013743651	0	0	0	0.04601135345085151	0	0	0	0	0.02880191216014341	0	0	0	0	0	0.04099193307439498	0	0	0.030953092321481922	0	0.034120107559008066	0	0	0	0	0.015058261129369584	0	0	0	0	0.005736480430236032	0	0.007409620555721541	0.007230355542276665	0.006214520466089035	0.007469375560203167	0	0.004421870331640275	0	0.005198685389901404	0.004421870331640275	0	0	0	0.004302360322677024	0	0	0	0	0	0	0	0	0	0
45904	S5_P_ST_33B	2.0680375502905677	1.0068842199374162	0.01707644166294144	1.0068842199374162	0.01707644166294144	0.0	0.0	0.0	0.0	1.0	0.000894054537326777	0.03683504693786321	0	0	0	0	0	0	0	0	0.8693786320965579	0	0	0.01984801072865445	0.026106392489941885	0	0	0.01636119803308002	0	0	0	0	0	0	0	0	0	0	0	0.03147071971390255	0	0	0.015467143495753241	0.013142601698703621	0	0	0.008225301743406348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45810	S5_P_LT_31A	1.6615384615384616	1.0234714003944774	0.01722550953320184	1.0234714003944774	0.01722550953320184	0.0	0.0	0.0	0.0	1.0	0.0006574621959237344	0.03445101906640368	0	0	0	0	0	0	0	0	0.7959894806048652	0	0	0.05332018408941486	0.05055884286653518	0	0	0.034911242603550295	0	0	0	0	0	0.006180144641683104	0	0	0	0	0	0.024589086127547666	0	0	0.015253122945430637	0.013083497698882314	0	0	0.00611439842209073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45812	S5_P_LT_35A	1.5623619667557829	1.0188887597349763	0.015052888527257934	1.0188887597349763	0.015052888527257934	0.0	0.0	0.0	0.0	1.0	0.0006393118679530397	0.03597582238753923	0	0	0	0	0	0	0	0	0.8450540509124724	0	0	0.03353481343717308	0.03417412530512612	0	0	0.022666511681971407	0	0	0	0	0	0.004823898640009299	0	0	0	0	0	0.023770777635708475	0	0	0.015227246309426944	0.012495641055445775	0	0	0.008252935022666512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45813	S5_P_ST_39B	1.5487196541403392	1.0175008313934153	0.012512470901230463	1.0175008313934153	0.012512470901230463	0.0	0.0	0.0	0.0	1.0	0.0004572663784502827	0.044022281343531755	0	0	0	0	0	0	0	0	0.9008979048885933	0	0	0.009436315264383106	0.014383106085799801	0	0	0.007690389092118391	0	0	0	0	0	0	0	0	0	0	0	0.02357000332557366	0	0	0.01575490522115065	0.013427003658131027	0	0	0.009644163618224144	0	0	0	0	0	0	0	0	0	0.005196208846025939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45811	S5_P_LT_33A	1.540348020759133	1.0065635494047014	0.013992062684440826	1.0065635494047014	0.013992062684440826	0.0	0.0	0.0	0.0	1.0	0.0006105627353210542	0.05779993894372647	0	0	0	0	0	0	0	0	0.8789050574946575	0	0	0.008344357382721074	0.013534140632950036	0	0	0.007123231912078966	0	0	0	0	0	0	0	0	0	0	0	0.03429327363386588	0	0	0.024218988501068486	0.01974152844204742	0	0	0.009616363081306605	0	0	0	0	0	0	0	0	0	0.0042230589193039585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45903	S5_P_ST_30B	2.377295492487479	1.0101279910962715	0.019365609348914858	1.0101279910962715	0.019365609348914858	0.0	0.0	0.0	0.0	1.0	0.001001669449081803	0.05242070116861436	0	0	0	0	0	0	0	0	0.9102949360044519	0	0	0	0.009794101279910962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027490261547022814	0	0	0.018920422927100722	0.01847523650528659	0	0	0.010239287701725098	0	0	0	0	0	0	0	0	0	0.004785754034501948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45905	S5_P_ST_36B	2.858307849133537	1.00158568354287	0.01766904519198097	1.00158568354287	0.01766904519198097	0.0	0.0	0.0	0.0	1.0	0.0010193679918450561	0.05198776758409786	0	0	0	0	0	0	0	0	0.9109751953788651	0	0	0	0.00690904972250538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030127987314531656	0	0	0.019028202514441046	0.014950730547060823	0	0	0.01200588968173066	0	0	0	0	0	0	0	0	0	0.00600294484086533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45809	S5_P_field	1.500943480995597	1.01154641027945	0.012579746607961182	1.01154641027945	0.012579746607961182	0.0	0.0	0.0	0.0	1.0	0.00044927666457004225	0.05440740407943211	0	0	0	0	0	0	0	0	0.9036301554497259	0	0	0	0.005615958307125528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036346482163716415	0	0	0.02170006289873304	0.01851019858028574	0	0	0.009749303621169917	0	0	0	0	0	0	0	0	0	0.004447838979243418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
seq_accession																						883	965	5444	70735	930	5893	10912	66507	10914	921	10915	2796	3660	2055	70739	7327	70740	70738	4911	2069	70737	4527	10098	10096	8504	30814	9390	70742	70741	70736	10672	10539	54515	54877	54878	54511	7561	8177	60672	1090	54512	1438	1068	54897	54921	10929	1584	9999	9997	2459	10000	10939	854	853	1730
meta_info_summary	Output as part of data_analysis ID: 52; Number of data_set objects as part of analysis = 38; submitting_user: bcchume; time_stamp: 2019-02-21_08-04-43.255493																																																																											
data_set_info	Data_set ID: 278; Data_set name: 20190221_CBASS_84_classic; submitting_user: not supplied; time_stamp: 2019-02-20_23-28-27.750276																																																																											
